Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
8.42,Regular,Canned,229.0352,Small,Tier 2,Supermarket Type1,5496.8448,19
6.865,Low Fat,Snack Foods,212.0218,Medium,Tier 3,Supermarket Type2,2350.9398,14
8.52,Low Fat,Soft Drinks,151.5682,Small,Tier 2,Supermarket Type1,3506.7686,19
13.3,Regular,Fruits and Vegetables,59.7536,Medium,Tier 3,Supermarket Type2,918.804,14
15.85,Low Fat,Canned,37.4506,Medium,Tier 3,Supermarket Type2,303.6048,14
6.61,Regular,Snack Foods,186.0898,Small,Tier 2,Supermarket Type1,2619.2572,19
9.6,Regular,Snack Foods,187.3872,Medium,Tier 3,Supermarket Type2,2647.2208,14
7.51,Low Fat,Snack Foods,110.6544,High,Tier 3,Supermarket Type1,1901.5248,36
15.7,Low Fat,Household,59.2562,High,Tier 3,Supermarket Type1,296.281,36
10.195,Low Fat,Breads,35.3558,Medium,Tier 3,Supermarket Type2,237.6906,14
20.7,Low Fat,Canned,183.8266,Medium,Tier 1,Supermarket Type1,1844.266,24
13.5,Regular,Snack Foods,261.491,High,Tier 3,Supermarket Type1,3418.883,36
15.5,Regular,Fruits and Vegetables,199.0768,Medium,Tier 1,Supermarket Type1,2759.0752,24
20.2,Regular,Meat,178.5028,High,Tier 3,Supermarket Type1,4604.6728,36
7.51,Low Fat,Snack Foods,111.7544,Medium,Tier 3,Supermarket Type2,2460.7968,14
13.0,Low Fat,Household,46.306,Medium,Tier 3,Supermarket Type2,559.272,14
15.85,Low Fat,Household,44.0112,Small,Tier 1,Supermarket Type1,468.7232,26
13.1,Regular,Fruits and Vegetables,180.3318,Small,Tier 1,Supermarket Type1,2345.6134,26
18.25,Low Fat,Snack Foods,213.4218,High,Tier 3,Supermarket Type1,3846.9924,36
5.785,Regular,Snack Foods,180.466,High,Tier 3,Supermarket Type1,719.064,36
16.35,Low Fat,Household,98.141,Medium,Tier 3,Supermarket Type2,1544.656,14
17.75,Regular,Baking Goods,186.924,Medium,Tier 3,Supermarket Type2,3169.208,14
8.975,Regular,Canned,84.9224,Medium,Tier 3,Supermarket Type2,1278.336,14
16.0,Regular,Snack Foods,154.5972,High,Tier 3,Supermarket Type1,1869.5664,36
10.5,Low Fat,Household,171.6106,Small,Tier 2,Supermarket Type1,2566.659,19
19.1,Low Fat,Household,41.9796,Medium,Tier 1,Supermarket Type1,784.3124,24
12.15,Low Fat,Breads,163.1184,Small,Tier 2,Supermarket Type1,3467.4864,19
8.895,Low Fat,Frozen Foods,210.3954,Medium,Tier 3,Supermarket Type2,5001.4896,14
16.6,Low Fat,Household,178.7344,Small,Tier 1,Supermarket Type1,1605.9096,26
15.85,Regular,Meat,47.1744,Medium,Tier 1,Supermarket Type1,996.0368,24
9.195,Low Fat,Snack Foods,181.7634,Medium,Tier 1,Supermarket Type1,6179.9556,24
6.71,Low Fat,Breads,217.5166,Small,Tier 2,Supermarket Type1,4572.0486,19
19.7,Low Fat,Frozen Foods,109.2912,Small,Tier 2,Supermarket Type1,2402.2064,19
13.65,Regular,Snack Foods,81.2302,Small,Tier 1,Supermarket Type1,2059.9852,26
10.3,Regular,Baking Goods,173.0422,High,Tier 3,Supermarket Type1,2069.3064,36
13.5,Regular,Fruits and Vegetables,147.6102,Medium,Tier 1,Supermarket Type1,1603.9122,24
14.3,Regular,Meat,212.5586,High,Tier 3,Supermarket Type1,3165.879,36
12.5,Regular,Canned,87.1198,Small,Tier 1,Supermarket Type1,1657.1762,26
21.0,Low Fat,Snack Foods,194.4478,Small,Tier 2,Supermarket Type1,968.739,19
16.85,Regular,Canned,93.712,Medium,Tier 1,Supermarket Type1,466.06,24
4.61,Low Fat,Hard Drinks,172.4396,Medium,Tier 1,Supermarket Type1,1569.9564,24
13.5,Regular,Starchy Foods,98.4068,Medium,Tier 1,Supermarket Type1,1846.9292,24
19.6,Low Fat,Snack Foods,163.7526,Medium,Tier 3,Supermarket Type2,2960.1468,14
6.935,Regular,Snack Foods,101.8332,High,Tier 3,Supermarket Type1,2255.7304,36
21.25,Low Fat,Snack Foods,177.337,Medium,Tier 3,Supermarket Type2,2822.992,14
18.85,Low Fat,Household,194.6136,Small,Tier 1,Supermarket Type1,2721.7904,26
8.84,Regular,Frozen Foods,109.9228,Medium,Tier 3,Supermarket Type2,1547.3192,14
17.1,Low Fat,Fruits and Vegetables,111.6886,Medium,Tier 1,Supermarket Type1,1556.6404,24
19.6,Low Fat,Household,254.7698,Medium,Tier 3,Supermarket Type2,5327.0658,14
19.35,Regular,Fruits and Vegetables,119.7098,High,Tier 3,Supermarket Type1,1325.6078,36
18.75,Low Fat,Household,214.1218,High,Tier 3,Supermarket Type1,4488.1578,36
16.2,Low Fat,Soft Drinks,155.8972,Small,Tier 2,Supermarket Type1,2025.3636,19
6.935,Regular,Snack Foods,103.1332,Medium,Tier 1,Supermarket Type1,820.2656,24
20.85,Regular,Breads,104.0648,Medium,Tier 3,Supermarket Type2,1869.5664,14
15.35,Low Fat,Frozen Foods,64.7168,Small,Tier 1,Supermarket Type1,1022.6688,26
19.6,Low Fat,Soft Drinks,56.1614,High,Tier 3,Supermarket Type1,828.921,36
18.25,Low Fat,Snack Foods,212.9218,Medium,Tier 1,Supermarket Type1,3846.9924,24
15.25,Low Fat,Frozen Foods,213.7192,High,Tier 3,Supermarket Type1,1078.596,36
12.3,Low Fat,Household,247.146,Medium,Tier 3,Supermarket Type2,492.692,14
16.85,Regular,Canned,93.712,Medium,Tier 3,Supermarket Type2,745.696,14
7.575,Low Fat,Dairy,196.8768,Medium,Tier 1,Supermarket Type1,1182.4608,24
15.75,Low Fat,Household,98.57,Small,Tier 2,Supermarket Type1,2496.75,19
16.6,Low Fat,Household,176.6344,High,Tier 3,Supermarket Type1,1962.7784,36
7.785,Low Fat,Fruits and Vegetables,61.851,Small,Tier 2,Supermarket Type1,1454.773,19
12.85,Low Fat,Snack Foods,172.3422,Medium,Tier 1,Supermarket Type1,1207.0954,24
16.75,Regular,Soft Drinks,38.7822,High,Tier 3,Supermarket Type1,667.7974,36
17.0,Low Fat,Fruits and Vegetables,170.9106,Medium,Tier 3,Supermarket Type2,1197.7742,14
16.75,Low Fat,Health and Hygiene,191.6162,Medium,Tier 1,Supermarket Type1,3463.4916,24
20.25,Regular,Baking Goods,241.8538,Small,Tier 1,Supermarket Type1,5768.4912,26
18.25,Low Fat,Frozen Foods,224.1062,Medium,Tier 3,Supermarket Type2,4965.5364,14
6.235,Low Fat,Household,257.9962,Small,Tier 1,Supermarket Type1,517.9924,26
12.6,Low Fat,Breads,60.4194,High,Tier 3,Supermarket Type1,990.7104,36
6.675,Low Fat,Snack Foods,90.7462,Small,Tier 2,Supermarket Type1,1665.8316,19
12.35,Low Fat,Health and Hygiene,34.8216,Medium,Tier 1,Supermarket Type1,311.5944,24
7.51,Low Fat,Snack Foods,110.1544,Small,Tier 2,Supermarket Type1,2684.5056,19
11.1,Regular,Frozen Foods,177.2712,Small,Tier 2,Supermarket Type1,2109.2544,19
11.3,Regular,Frozen Foods,260.8962,Small,Tier 2,Supermarket Type1,4920.9278,19
16.5,Regular,Baking Goods,95.2068,Medium,Tier 1,Supermarket Type1,777.6544,24
15.35,Low Fat,Soft Drinks,218.3508,Medium,Tier 3,Supermarket Type2,2387.5588,14
14.0,Regular,Snack Foods,54.764,High,Tier 3,Supermarket Type1,1331.6,36
15.0,Low Fat,Starchy Foods,105.9938,Small,Tier 2,Supermarket Type1,1179.1318,19
18.2,Regular,Fruits and Vegetables,247.1092,Small,Tier 1,Supermarket Type1,2241.0828,26
7.935,Low Fat,Dairy,51.235,Medium,Tier 1,Supermarket Type1,848.895,24
7.475,Low Fat,Household,156.4656,Small,Tier 2,Supermarket Type1,2471.4496,19
21.1,Low Fat,Household,143.3786,Small,Tier 1,Supermarket Type1,866.8716,26
15.1,Regular,Frozen Foods,129.431,High,Tier 3,Supermarket Type1,3505.437,36
9.3,Low Fat,Fruits and Vegetables,89.4172,Medium,Tier 1,Supermarket Type1,1159.8236,24
5.78,Low Fat,Breads,163.5552,Small,Tier 1,Supermarket Type1,1787.0072,26
21.25,Low Fat,Household,146.7102,Medium,Tier 3,Supermarket Type2,1603.9122,14
19.85,Low Fat,Seafood,195.0768,Medium,Tier 1,Supermarket Type1,1970.768,24
10.6,Low Fat,Breads,42.8454,Medium,Tier 3,Supermarket Type2,167.7816,14
10.195,Low Fat,Canned,112.1886,Small,Tier 1,Supermarket Type1,667.1316,26
8.895,Low Fat,Breakfast,175.937,Medium,Tier 3,Supermarket Type2,529.311,14
14.0,Low Fat,Starchy Foods,182.0634,Medium,Tier 1,Supermarket Type1,4544.085,24
13.65,Low Fat,Health and Hygiene,56.893,Small,Tier 1,Supermarket Type1,1188.453,26
5.175,Low Fat,Canned,84.2224,Small,Tier 1,Supermarket Type1,852.224,26
14.15,Low Fat,Canned,255.5014,High,Tier 3,Supermarket Type1,5355.0294,36
8.195,Low Fat,Baking Goods,93.8462,Small,Tier 1,Supermarket Type1,647.8234,26
11.8,Regular,Meat,102.4674,High,Tier 3,Supermarket Type1,2037.348,36
13.3,Low Fat,Dairy,234.03,Medium,Tier 3,Supermarket Type2,4194.54,14
19.6,Low Fat,Household,252.2698,High,Tier 3,Supermarket Type1,2790.3678,36
11.8,Regular,Canned,117.0834,Medium,Tier 3,Supermarket Type2,1842.9344,14
12.15,Low Fat,Others,123.773,Small,Tier 1,Supermarket Type1,3325.671,26
19.6,Low Fat,Health and Hygiene,42.877,Medium,Tier 1,Supermarket Type1,649.155,24
6.135,Low Fat,Soft Drinks,161.0236,Small,Tier 1,Supermarket Type1,1288.9888,26
17.6,Regular,Snack Foods,97.341,High,Tier 3,Supermarket Type1,965.41,36
9.3,Regular,Meat,153.2314,Small,Tier 1,Supermarket Type1,2326.971,26
14.15,Low Fat,Snack Foods,243.7828,Small,Tier 2,Supermarket Type1,6579.4356,19
16.6,Low Fat,Canned,118.8124,Small,Tier 1,Supermarket Type1,2607.2728,26
11.8,Regular,Dairy,224.1772,Small,Tier 1,Supermarket Type1,3558.0352,26
19.7,Low Fat,Soft Drinks,83.8592,Medium,Tier 3,Supermarket Type2,247.6776,14
9.6,Low Fat,Household,43.6086,High,Tier 3,Supermarket Type1,624.5204,36
19.7,Low Fat,Canned,88.5198,Small,Tier 2,Supermarket Type1,1308.297,19
7.785,Regular,Fruits and Vegetables,106.4964,High,Tier 3,Supermarket Type1,1577.946,36
9.895,Low Fat,Household,230.6642,Small,Tier 1,Supermarket Type1,4647.284,26
15.7,Low Fat,Soft Drinks,182.7634,Medium,Tier 1,Supermarket Type1,3453.5046,24
5.19,Regular,Meat,102.599,Small,Tier 1,Supermarket Type1,1651.184,26
15.1,Regular,Fruits and Vegetables,42.8796,Small,Tier 2,Supermarket Type1,949.4308,19
20.2,Regular,Fruits and Vegetables,128.3678,Medium,Tier 3,Supermarket Type2,1398.8458,14
15.0,Regular,Baking Goods,219.7456,High,Tier 3,Supermarket Type1,3094.6384,36
5.405,Regular,Canned,198.6742,Medium,Tier 3,Supermarket Type2,2388.8904,14
8.235,Low Fat,Baking Goods,149.3076,Small,Tier 1,Supermarket Type1,2808.3444,26
12.3,Low Fat,Snack Foods,115.9834,Medium,Tier 1,Supermarket Type1,2073.3012,24
15.7,Low Fat,Health and Hygiene,151.9024,Small,Tier 2,Supermarket Type1,1062.6168,19
16.85,Low Fat,Snack Foods,90.3488,Medium,Tier 1,Supermarket Type1,996.0368,24
10.5,Low Fat,Hard Drinks,159.6946,Medium,Tier 3,Supermarket Type2,3629.2758,14
17.35,Regular,Canned,89.6856,Medium,Tier 3,Supermarket Type2,2109.2544,14
9.695,Regular,Frozen Foods,246.2144,Medium,Tier 3,Supermarket Type2,3675.216,14
13.8,Regular,Canned,89.9172,High,Tier 3,Supermarket Type1,1516.6924,36
13.5,Low Fat,Health and Hygiene,35.2874,Small,Tier 1,Supermarket Type1,741.0354,26
16.75,Low Fat,Health and Hygiene,191.9162,Small,Tier 1,Supermarket Type1,4040.7402,26
19.1,Low Fat,Household,172.3422,Small,Tier 2,Supermarket Type1,2586.633,19
12.15,Low Fat,Starchy Foods,119.844,High,Tier 3,Supermarket Type1,599.22,36
15.7,Regular,Fruits and Vegetables,112.4544,High,Tier 3,Supermarket Type1,1230.3984,36
6.32,Low Fat,Meat,40.2822,Small,Tier 2,Supermarket Type1,1139.1838,19
10.6,Low Fat,Dairy,232.8642,Small,Tier 1,Supermarket Type1,3485.463,26
12.15,Low Fat,Frozen Foods,212.0928,Medium,Tier 3,Supermarket Type2,2735.1064,14
6.38,Low Fat,Household,144.047,High,Tier 3,Supermarket Type1,3149.234,36
21.35,Low Fat,Canned,259.9278,Medium,Tier 3,Supermarket Type2,6768.5228,14
13.3,Low Fat,Snack Foods,64.951,Small,Tier 1,Supermarket Type1,1644.526,26
7.39,Low Fat,Soft Drinks,190.953,High,Tier 3,Supermarket Type1,2466.789,36
9.895,Low Fat,Household,234.2642,Small,Tier 2,Supermarket Type1,3717.8272,19
20.7,Regular,Dairy,92.9436,High,Tier 3,Supermarket Type1,2174.5028,36
14.35,Low Fat,Baking Goods,80.996,Small,Tier 1,Supermarket Type1,1757.712,26
9.21,Low Fat,Fruits and Vegetables,122.4414,Medium,Tier 1,Supermarket Type1,1583.9382,24
6.36,Low Fat,Household,163.6526,Small,Tier 1,Supermarket Type1,1151.1682,26
20.35,Low Fat,Meat,182.4292,Medium,Tier 1,Supermarket Type1,4925.5884,24
10.695,Regular,Snack Foods,156.1972,Small,Tier 1,Supermarket Type1,1869.5664,26
8.6,Regular,Breads,128.931,Medium,Tier 3,Supermarket Type2,1428.141,14
8.18,Low Fat,Household,142.0154,Small,Tier 2,Supermarket Type1,1985.4156,19
19.35,Low Fat,Fruits and Vegetables,167.0474,Small,Tier 1,Supermarket Type1,2358.2636,26
13.15,Low Fat,Fruits and Vegetables,160.292,Medium,Tier 1,Supermarket Type1,4793.76,24
9.395,Low Fat,Snack Foods,107.228,Small,Tier 1,Supermarket Type1,2024.032,26
8.395,Low Fat,Hard Drinks,254.104,Medium,Tier 3,Supermarket Type2,3542.056,14
6.89,Regular,Snack Foods,193.982,Small,Tier 1,Supermarket Type1,1737.738,26
11.6,Low Fat,Dairy,57.7272,Small,Tier 2,Supermarket Type1,503.3448,19
7.935,Low Fat,Household,263.691,Small,Tier 1,Supermarket Type1,788.973,26
16.35,Regular,Fruits and Vegetables,225.6062,Medium,Tier 3,Supermarket Type2,1579.9434,14
17.75,Low Fat,Others,108.6912,Medium,Tier 3,Supermarket Type2,1201.1032,14
11.5,Low Fat,Snack Foods,120.2124,Small,Tier 2,Supermarket Type1,1540.6612,19
8.6,Regular,Canned,189.753,Medium,Tier 3,Supermarket Type2,2846.295,14
7.315,Low Fat,Snack Foods,153.734,Small,Tier 2,Supermarket Type1,2756.412,19
19.6,Low Fat,Dairy,48.7718,Small,Tier 1,Supermarket Type1,236.359,26
11.1,Low Fat,Baking Goods,158.8604,Small,Tier 1,Supermarket Type1,2693.8268,26
7.235,Low Fat,Snack Foods,197.2452,Small,Tier 2,Supermarket Type1,2348.9424,19
21.1,Regular,Breakfast,128.7994,Medium,Tier 1,Supermarket Type1,1927.491,24
16.85,Regular,Snack Foods,44.8428,High,Tier 3,Supermarket Type1,703.0848,36
8.43,Low Fat,Household,174.0422,Medium,Tier 1,Supermarket Type1,2069.3064,24
20.5,Low Fat,Household,34.919,High,Tier 3,Supermarket Type1,73.238,36
8.31,Regular,Snack Foods,176.0028,Medium,Tier 3,Supermarket Type2,4427.57,14
17.25,Low Fat,Soft Drinks,263.191,Medium,Tier 3,Supermarket Type2,3944.865,14
4.88,Regular,Baking Goods,52.9298,Medium,Tier 1,Supermarket Type1,1995.4026,24
14.3,Low Fat,Dairy,121.973,High,Tier 3,Supermarket Type1,2709.806,36
20.5,Low Fat,Household,40.4822,High,Tier 3,Supermarket Type1,589.233,36
7.5,Low Fat,Canned,122.7072,Medium,Tier 1,Supermarket Type1,1470.0864,24
9.895,Regular,Frozen Foods,261.7278,Small,Tier 1,Supermarket Type1,4685.9004,26
6.615,Regular,Canned,251.8408,Medium,Tier 3,Supermarket Type2,4506.1344,14
11.8,Regular,Frozen Foods,180.3344,Small,Tier 1,Supermarket Type1,1427.4752,26
11.1,Low Fat,Fruits and Vegetables,189.2846,Medium,Tier 1,Supermarket Type1,5159.2842,24
17.6,Regular,Snack Foods,35.019,Small,Tier 1,Supermarket Type1,659.142,26
16.0,Regular,Meat,45.5718,High,Tier 3,Supermarket Type1,1039.9796,36
21.25,Low Fat,Meat,185.5608,Small,Tier 2,Supermarket Type1,3123.9336,19
13.0,Low Fat,Canned,79.6986,Small,Tier 1,Supermarket Type1,1480.0734,26
4.92,Low Fat,Baking Goods,199.1084,Medium,Tier 3,Supermarket Type2,4761.8016,14
11.85,Low Fat,Dairy,96.9726,Small,Tier 2,Supermarket Type1,1174.4712,19
17.5,Low Fat,Meat,138.518,Medium,Tier 3,Supermarket Type2,2376.906,14
5.88,Low Fat,Hard Drinks,155.5998,High,Tier 3,Supermarket Type1,1691.7978,36
7.68,Low Fat,Fruits and Vegetables,192.6162,Small,Tier 1,Supermarket Type1,5580.0698,26
8.88,Low Fat,Hard Drinks,153.3682,Medium,Tier 1,Supermarket Type1,1219.7456,24
16.75,Low Fat,Fruits and Vegetables,258.3988,Medium,Tier 3,Supermarket Type2,1541.9928,14
20.5,Low Fat,Baking Goods,106.0596,Small,Tier 2,Supermarket Type1,970.7364,19
14.0,Regular,Frozen Foods,143.2812,Small,Tier 2,Supermarket Type1,3277.0676,19
6.78,Regular,Baking Goods,94.212,Small,Tier 1,Supermarket Type1,1025.332,26
15.85,Regular,Snack Foods,41.048,Small,Tier 1,Supermarket Type1,798.96,26
19.1,Low Fat,Household,173.1422,Medium,Tier 3,Supermarket Type2,2931.5174,14
8.325,Low Fat,Fruits and Vegetables,39.3138,Small,Tier 2,Supermarket Type1,974.7312,19
15.5,Low Fat,Snack Foods,144.847,Small,Tier 1,Supermarket Type1,2433.499,26
5.94,Regular,Breads,187.7556,Small,Tier 2,Supermarket Type1,3755.112,19
18.6,Low Fat,Snack Foods,152.9366,Small,Tier 2,Supermarket Type1,1662.5026,19
14.7,Low Fat,Hard Drinks,144.5128,High,Tier 3,Supermarket Type1,3307.6944,36
18.35,Regular,Fruits and Vegetables,86.3882,Small,Tier 2,Supermarket Type1,1545.9876,19
21.25,Low Fat,Household,144.1102,Medium,Tier 1,Supermarket Type1,1749.7224,24
18.25,Low Fat,Snack Foods,142.0154,Small,Tier 2,Supermarket Type1,2127.231,19
19.0,Low Fat,Snack Foods,130.8626,Medium,Tier 3,Supermarket Type2,1573.9512,14
19.0,Low Fat,Snack Foods,132.9626,Small,Tier 1,Supermarket Type1,1967.439,26
8.905,Low Fat,Frozen Foods,62.0878,Medium,Tier 1,Supermarket Type1,302.939,24
17.6,Low Fat,Snack Foods,164.8868,Small,Tier 1,Supermarket Type1,2456.802,26
12.15,Low Fat,Others,253.404,Small,Tier 2,Supermarket Type1,4807.076,19
18.85,Low Fat,Hard Drinks,129.6336,Medium,Tier 1,Supermarket Type1,3195.84,24
20.75,Regular,Frozen Foods,178.7318,Medium,Tier 1,Supermarket Type1,3428.2042,24
8.42,Low Fat,Health and Hygiene,65.9168,High,Tier 3,Supermarket Type1,958.752,36
8.6,Low Fat,Household,91.2146,Small,Tier 2,Supermarket Type1,2554.0088,19
8.88,Low Fat,Hard Drinks,152.2682,Small,Tier 1,Supermarket Type1,1829.6184,26
15.6,Regular,Snack Foods,170.1764,Small,Tier 1,Supermarket Type1,3435.528,26
15.15,Low Fat,Baking Goods,152.3708,Small,Tier 2,Supermarket Type1,3159.8868,19
17.25,Low Fat,Frozen Foods,40.8822,Medium,Tier 3,Supermarket Type2,628.5152,14
17.5,Low Fat,Frozen Foods,261.691,Small,Tier 2,Supermarket Type1,4207.856,19
13.1,Low Fat,Others,189.253,Small,Tier 1,Supermarket Type1,1518.024,26
15.85,Low Fat,Canned,96.3094,Small,Tier 1,Supermarket Type1,2856.282,26
17.6,Low Fat,Dairy,89.8856,Small,Tier 2,Supermarket Type1,351.5424,19
16.6,Low Fat,Hard Drinks,171.4422,Medium,Tier 3,Supermarket Type2,2241.7486,14
15.35,Low Fat,Soft Drinks,91.912,Medium,Tier 1,Supermarket Type1,2609.936,24
20.85,Low Fat,Fruits and Vegetables,104.6306,Medium,Tier 3,Supermarket Type2,1149.8366,14
15.85,Low Fat,Canned,94.4094,Medium,Tier 3,Supermarket Type2,1047.3034,14
11.6,Low Fat,Health and Hygiene,98.9042,Small,Tier 1,Supermarket Type1,1488.063,26
8.185,Low Fat,Fruits and Vegetables,115.6808,Medium,Tier 1,Supermarket Type1,703.0848,24
15.0,Low Fat,Soft Drinks,65.7168,Medium,Tier 3,Supermarket Type2,575.2512,14
12.35,Regular,Meat,196.9426,Small,Tier 1,Supermarket Type1,5141.3076,26
10.195,Regular,Fruits and Vegetables,118.4808,Medium,Tier 3,Supermarket Type2,1640.5312,14
17.25,Regular,Snack Foods,95.8068,Medium,Tier 3,Supermarket Type2,1263.6884,14
8.785,Low Fat,Fruits and Vegetables,120.5414,High,Tier 3,Supermarket Type1,1583.9382,36
20.85,Low Fat,Starchy Foods,225.3746,High,Tier 3,Supermarket Type1,3365.619,36
16.35,Low Fat,Others,106.128,Small,Tier 2,Supermarket Type1,1917.504,19
20.1,Regular,Fruits and Vegetables,193.782,High,Tier 3,Supermarket Type1,1158.492,36
12.6,Regular,Dairy,255.9356,Medium,Tier 3,Supermarket Type2,4832.3764,14
16.0,Low Fat,Starchy Foods,226.8404,Small,Tier 2,Supermarket Type1,6301.1312,19
19.7,Regular,Canned,253.1014,Medium,Tier 3,Supermarket Type2,2805.0154,14
19.35,Regular,Baking Goods,166.9184,Small,Tier 1,Supermarket Type1,3302.368,26
7.475,Low Fat,Fruits and Vegetables,241.6854,Medium,Tier 3,Supermarket Type2,6042.135,14
7.105,Low Fat,Household,58.2562,High,Tier 3,Supermarket Type1,592.562,36
18.85,Regular,Dairy,119.044,Small,Tier 1,Supermarket Type1,2396.88,26
15.85,Low Fat,Household,41.6112,Medium,Tier 3,Supermarket Type2,255.6672,14
18.35,Low Fat,Health and Hygiene,193.1162,Medium,Tier 1,Supermarket Type1,2693.8268,24
14.5,Regular,Fruits and Vegetables,169.6448,Small,Tier 2,Supermarket Type1,2045.3376,19
11.3,Low Fat,Meat,196.6426,High,Tier 3,Supermarket Type1,5141.3076,36
17.25,Regular,Snack Foods,95.2068,High,Tier 3,Supermarket Type1,2721.7904,36
16.0,Regular,Frozen Foods,87.4856,Small,Tier 2,Supermarket Type1,1054.6272,19
19.35,Regular,Baking Goods,48.5034,Medium,Tier 1,Supermarket Type1,243.017,24
18.75,Low Fat,Household,215.7218,Medium,Tier 1,Supermarket Type1,4274.436,24
10.1,Regular,Fruits and Vegetables,224.4088,Small,Tier 1,Supermarket Type1,4697.8848,26
14.3,Low Fat,Frozen Foods,78.2302,Medium,Tier 3,Supermarket Type2,554.6114,14
14.0,Regular,Frozen Foods,144.2812,Small,Tier 1,Supermarket Type1,4844.3608,26
20.25,Regular,Fruits and Vegetables,222.1772,Small,Tier 2,Supermarket Type1,5559.43,19
18.85,Low Fat,Canned,168.1132,Small,Tier 1,Supermarket Type1,2874.9244,26
16.25,Low Fat,Dairy,96.041,High,Tier 3,Supermarket Type1,868.869,36
20.85,Regular,Baking Goods,87.2514,Medium,Tier 3,Supermarket Type2,1505.3738,14
19.2,Regular,Fruits and Vegetables,184.595,Medium,Tier 3,Supermarket Type2,3844.995,14
15.6,Low Fat,Snack Foods,125.2704,Medium,Tier 3,Supermarket Type2,2628.5784,14
7.93,Low Fat,Frozen Foods,123.2414,Medium,Tier 3,Supermarket Type2,487.3656,14
13.8,Regular,Canned,88.5172,Medium,Tier 3,Supermarket Type2,2408.8644,14
18.6,Low Fat,Frozen Foods,246.6802,Small,Tier 1,Supermarket Type1,2702.4822,26
7.435,Low Fat,Starchy Foods,208.7638,Small,Tier 1,Supermarket Type1,3105.957,26
16.1,Regular,Dairy,179.4318,Medium,Tier 3,Supermarket Type2,360.8636,14
6.65,Low Fat,Fruits and Vegetables,128.8678,Small,Tier 2,Supermarket Type1,1398.8458,19
19.6,Regular,Frozen Foods,47.3376,Medium,Tier 1,Supermarket Type1,1150.5024,24
7.365,Low Fat,Fruits and Vegetables,226.972,Medium,Tier 3,Supermarket Type2,3848.324,14
20.5,Low Fat,Starchy Foods,90.6172,Medium,Tier 3,Supermarket Type2,1427.4752,14
18.1,Low Fat,Fruits and Vegetables,96.2094,Medium,Tier 1,Supermarket Type1,952.094,24
10.3,Regular,Baking Goods,170.9422,Small,Tier 2,Supermarket Type1,3103.9596,19
10.195,Low Fat,Breads,33.3558,Small,Tier 1,Supermarket Type1,848.895,26
5.59,Regular,Snack Foods,63.2168,Small,Tier 1,Supermarket Type1,1725.7536,26
19.5,Low Fat,Household,57.1614,Medium,Tier 3,Supermarket Type2,1381.535,14
6.055,Low Fat,Fruits and Vegetables,160.992,Small,Tier 2,Supermarket Type1,2716.464,19
8.185,Low Fat,Fruits and Vegetables,47.7692,Medium,Tier 1,Supermarket Type1,640.4996,24
8.355,Low Fat,Canned,145.6418,High,Tier 3,Supermarket Type1,3384.2614,36
17.25,Regular,Breakfast,41.648,Small,Tier 2,Supermarket Type1,679.116,19
11.6,Regular,Frozen Foods,170.2106,Small,Tier 2,Supermarket Type1,1882.2166,19
10.3,Low Fat,Fruits and Vegetables,97.3042,Medium,Tier 3,Supermarket Type2,694.4294,14
16.0,Low Fat,Snack Foods,139.9496,Medium,Tier 3,Supermarket Type2,3105.2912,14
9.5,Regular,Canned,78.796,Medium,Tier 3,Supermarket Type2,1198.44,14
7.22,Regular,Baking Goods,62.351,Medium,Tier 1,Supermarket Type1,885.514,24
17.0,Low Fat,Frozen Foods,249.4434,Small,Tier 2,Supermarket Type1,5960.2416,19
19.1,Low Fat,Household,39.6796,High,Tier 3,Supermarket Type1,660.4736,36
10.0,Low Fat,Snack Foods,234.859,Medium,Tier 3,Supermarket Type2,1181.795,14
10.65,Low Fat,Others,165.2526,Medium,Tier 1,Supermarket Type1,3946.8624,24
20.0,Low Fat,Baking Goods,43.4086,Medium,Tier 3,Supermarket Type2,401.4774,14
19.6,Low Fat,Snack Foods,163.6526,High,Tier 3,Supermarket Type1,1151.1682,36
11.395,Regular,Meat,234.6616,Small,Tier 1,Supermarket Type1,4687.232,26
20.6,Low Fat,Baking Goods,120.1756,Medium,Tier 1,Supermarket Type1,1332.9316,24
20.75,Low Fat,Snack Foods,104.1622,High,Tier 3,Supermarket Type1,1693.7952,36
18.35,Low Fat,Dairy,151.934,High,Tier 3,Supermarket Type1,306.268,36
13.15,Low Fat,Snack Foods,183.095,Small,Tier 1,Supermarket Type1,1830.95,26
8.96,Regular,Fruits and Vegetables,196.5768,Medium,Tier 3,Supermarket Type2,2759.0752,14
9.195,Regular,Meat,106.7596,Medium,Tier 1,Supermarket Type1,4098.6648,24
10.65,Regular,Snack Foods,231.4668,Medium,Tier 3,Supermarket Type2,3225.1352,14
8.27,Regular,Soft Drinks,183.6924,Medium,Tier 1,Supermarket Type1,1295.6468,24
6.13,Low Fat,Fruits and Vegetables,54.1298,Small,Tier 1,Supermarket Type1,1348.245,26
21.35,Low Fat,Fruits and Vegetables,96.0094,Medium,Tier 3,Supermarket Type2,380.8376,14
16.75,Regular,Meat,72.3038,Medium,Tier 1,Supermarket Type1,960.7494,24
15.2,Low Fat,Health and Hygiene,47.8034,Medium,Tier 1,Supermarket Type1,437.4306,24
